tip1	tip2	distance
Paenibacillus_ottowii-_-MH842737--_MS2379_T	Paenibacillus_farraposensis-_-MT973969--_UY79_T	0.00636
Paenibacillus_brasilensis-_-AF273740--_PB172_T	Paenibacillus_polymyxa-_-HG324065--_DSM_36_T	0.01507
Paenibacillus_kribbensis-_-AF391123--_AM49_T	Paenibacillus_peoriae-_-AJ320494--_DSM_8320_T	0.02203
Paenibacillus_terrae-_-AF391124--_AM141_T	Paenibacillus_peoriae-_-AJ320494--_DSM_8320_T	0.03444
Paenibacillus_bovis-_-KM978955--_BD3526_T	Paenibacillus_shenyangensis-_-KM243342--_H9_T	0.02273
Paenibacillus_wulumuqiensis-_-KM243343--_Y24_T	Paenibacillus_shenyangensis-_-KM243342--_H9_T	0.02899
Paenibacillus_gelatinilyticus-_-KP231650--_PG1_T	Paenibacillus_shenyangensis-_-KM243342--_H9_T	0.04108
Paenibacillus_hunanensis-_-EU741036--_FeL05_T	Paenibacillus_wenxiniae-_-KP212687--_373_T	0.02229
Paenibacillus_kyungheensis-_-KF793934--_DCY88_T	Paenibacillus_nicotianae-_-KJ792471--_YIM_h-19_T	0.01879
Paenibacillus_hordei-_-HQ833590--_RH-N24_T	Paenibacillus_nicotianae-_-KJ792471--_YIM_h-19_T	0.02349
Paenibacillus_illinoisensis-_-AB073192--_JCM_9907_T	Paenibacillus_dongdonensis-_-KF425513--_KUDC0114_T	0.029670000000000002
Paenibacillus_dongdonensis-_-KF425513--_KUDC0114_T	Paenibacillus_taichungensis-_-EU179327--_BCRC_17757_T	0.027610000000000003
Paenibacillus_barcinonensis-_-AJ716019--_BP-23_T	Paenibacillus_silvae-_-KC835077--_DB13031_T	0.03347
Paenibacillus_oceanisediminis-_-JF811909--_L10_T	Paenibacillus_dongdonensis-_-KF425513--_KUDC0114_T	0.03312
Paenibacillus_xylanivorans-_-KT461879--_A59_T	Paenibacillus_taichungensis-_-EU179327--_BCRC_17757_T	0.01865
Paenibacillus_xylanilyticus-_-AY427832--_XIL14_T	Paenibacillus_taichungensis-_-EU179327--_BCRC_17757_T	0.029
Paenibacillus_taichungensis-_-EU179327--_BCRC_17757_T	Paenibacillus_pabuli-_-AB045094--_HSCC_492T_-NRRL_NRS-924T-_T	0.015870000000000002
Paenibacillus_intestini-_-KU573975--_LAH16_T	Paenibacillus_polysaccharolyticus-_-EU912452--_BL9_T	0.01043
Paenibacillus_amylolyticus-_-D85396--_NRRL_NRS-290T_T	Paenibacillus_tundrae-_-EU558284--_A10b_T	0.01312
Paenibacillus_xylanexedens-_-EU558281--_B22a_T	Paenibacillus_tundrae-_-EU558284--_A10b_T	0.01448
Paenibacillus_cucumis-_-KU201962--_AP-115_T	Paenibacillus_tundrae-_-EU558284--_A10b_T	0.020860000000000004
Paenibacillus_panacihumi-_-KY694399--_DCY114_T	Paenibacillus_tundrae-_-EU558284--_A10b_T	0.025709999999999997
Paenibacillus_massiliensis_subsp._massiliensis-_-AY323608--_2301065_T	Paenibacillus_panacisoli-_-AB245384--_Gsoil_1411_T	0.06795
Paenibacillus_medicaginis-_-KF974436--_CC-Alfalfa-19_T	Paenibacillus_terreus-_-KF479658--_D33_T	0.04067
Paenibacillus_panacisoli-_-AB245384--_Gsoil_1411_T	Paenibacillus_terreus-_-KF479658--_D33_T	0.050640000000000004
Paenibacillus_provencensis-_-EF212893--_4401170_T	Paenibacillus_urinalis-_-EF212892--_5402403_T	0.018349999999999998
Paenibacillus_shunpengii-_-KX900571--_YYJ7-1_T	Paenibacillus_provencensis-_-EF212893--_4401170_T	0.0201
Paenibacillus_lautus-_-AB073188--_JCM_9073_T	Paenibacillus_glucanolyticus-_-AB073189--_DSM_5162_T	0.022809999999999997
Paenibacillus_qingshengii-_-KP027419--_S1-9_T	Paenibacillus_lautus-_-AB073188--_JCM_9073_T	0.0351
Paenibacillus_purispatii-_-EU888513--_ES_MS17_T	Paenibacillus_uliginis-_-FN556467--_N3/975_T	0.01379
Paenibacillus_dakarensis-_-LM652718--_FF9_T	Paenibacillus_uliginis-_-FN556467--_N3/975_T	0.029660000000000002
Paenibacillus_solani-_-KM978206--_FJAT-22460_T	Paenibacillus_zeae-_-KP965581--_6R2_T	0.00688
Paenibacillus_campinasensis-_-AF021924--_324_T	Paenibacillus_solani-_-KM978206--_FJAT-22460_T	0.04494000000000001
Paenibacillus_ihbetae-_-KP745129--_IHBB_9852_T	Paenibacillus_lactis-_-AY257868--_MB_1871_T	0.03516
Paenibacillus_lemnae-_-AB819817--_L7-75_T	Paenibacillus_algicola-_-MG994973--_HB172198_T	0.03028
Paenibacillus_sonchi-_-DQ358736--_X19-5_T	Paenibacillus_azotifigens-_-KX510118--_NF2-4-5_T	0.02275
Paenibacillus_graminis-_-AJ223987--_RSA19_T	Paenibacillus_azotifigens-_-KX510118--_NF2-4-5_T	0.026840000000000003
Paenibacillus_jilunlii-_-GQ985393--_Be17_T	Paenibacillus_azotifigens-_-KX510118--_NF2-4-5_T	0.02343
Paenibacillus_helianthi-_-MH014098--_P26E_T	Paenibacillus_salinicaeni-_-KM260652--_LAM0A28_T	0.03873
Paenibacillus_tianjinensis-_-MW579055--_TB2019T	Paenibacillus_auburnensis-_-OP341377--_JJ-7T	0.00706
Paenibacillus_typhae-_-JN256679--_xj7_T	Paenibacillus_tianjinensis-_-MW579055--_TB2019T	0.01742
Paenibacillus_apii-_-KX017285--_7124_T	Paenibacillus_sabinae-_-DQ338444--_T27_T	0.02018
Paenibacillus_forsythiae-_-DQ338443--_T98_T	Paenibacillus_sabinae-_-DQ338444--_T27_T	0.02276
Paenibacillus_zanthoxyli-_-DQ471303--_JH29_T	Paenibacillus_durus-_-X77846--_DSM_1735_T	0.03907
Paenibacillus_durus-_-X77846--_DSM_1735_T	Paenibacillus_sophorae-_-GQ985395--_S27_T	0.03705
Paenibacillus_rhizophilus-_-KX132137--_7197_T	Paenibacillus_sophorae-_-GQ985395--_S27_T	0.03651
Paenibacillus_stellifer-_-AJ316013--_IS1_T	Paenibacillus_durus-_-X77846--_DSM_1735_T	0.04741
Paenibacillus_monticola-_-OK058271--_LC-T2T	Paenibacillus_odorifer-_-AJ223990--_TOD45_T	0.03537
Paenibacillus_odorifer-_-AJ223990--_TOD45_T	Paenibacillus_etheri-_-KC625558--_SH7_T	0.02624
Paenibacillus_albidus-_-KY674517--_Q4-3_T	Paenibacillus_odorifer-_-AJ223990--_TOD45_T	0.03566
Paenibacillus_tepidiphilus-_-MN420927--_SYSU_G01001_T	Paenibacillus_tengchongensis-_-MN595123--_SYSU_G01003_T	0.008369999999999999
Paenibacillus_piscarius-_-JF892726--_P121_/type_materialtype_strain_of_Paenibacillus_piscariusT	Paenibacillus_tengchongensis-_-MN595123--_SYSU_G01003_T	0.040389999999999995
Paenibacillus_agri-_-MT233330--_JW14_T	Paenibacillus_piscarius-_-JF892726--_P121_/type_materialtype_strain_of_Paenibacillus_piscariusT	0.04167
Paenibacillus_phytohabitans-_-MT105334--_LMG_31459T_T	Paenibacillus_tritici-_-KX530777--_RTAE36_T	0.0152
Paenibacillus_wynnii-_-AJ633647--_LMG_22176_T	Paenibacillus_phytohabitans-_-MT105334--_LMG_31459T_T	0.03712
Paenibacillus_rhizoplanae-_-KY114946--_JJ-64_T	Paenibacillus_tritici-_-KX530777--_RTAE36_T	0.03052
Paenibacillus_borealis-_-AJ011322--_KK19_LTP__T	Paenibacillus_tritici-_-KX530777--_RTAE36_T	0.03522
Paenibacillus_silagei-_-LC061279--_LOOC204_T	Paenibacillus_borealis-_-AJ011322--_KK19_LTP__T	0.0364
Paenibacillus_antarcticus-_-AJ605292--_LMG_22078_=_20CM_T	Paenibacillus_macquariensis_subsp._defensor-_-AB360546--_M4-2_-=_JCM_14954-_=_NCIMB_14397-_T	0.0172
Paenibacillus_macquariensis_subsp._defensor-_-AB360546--_M4-2_-=_JCM_14954-_=_NCIMB_14397-_T	Paenibacillus_macquariensis_subsp._macquariensis-_-X60625--_NCTC_10419_T	0.0084
Paenibacillus_glacialis-_-EU815294--_KFC91_T	Paenibacillus_macquariensis_subsp._macquariensis-_-X60625--_NCTC_10419_T	0.01255
Paenibacillus_crassostreae-_-KU057345--_LPB0068_T	Paenibacillus_glacialis-_-EU815294--_KFC91_T	0.023649999999999997
Paenibacillus_tibetensis-_-KM522843--_SSB001_T	Paenibacillus_macquariensis_subsp._defensor-_-AB360546--_M4-2_-=_JCM_14954-_=_NCIMB_14397-_T	0.044039999999999996
Paenibacillus_shirakamiensis-_-AB769168--_P-1_T	Paenibacillus_segetis-_-KC835079--_DB13260_T	0.07017000000000001
Paenibacillus_anaericanus-_-AJ318909--_MH21_LTP__T	Paenibacillus_selenii-_-KF923806--_W126_T	0.0262
Paenibacillus_segetis-_-KC835079--_DB13260_T	Paenibacillus_anaericanus-_-AJ318909--_MH21_LTP__T	0.039119999999999995
Paenibacillus_nematophilus-_-AF480935--_NEM1a_T	Paenibacillus_segetis-_-KC835079--_DB13260_T	0.08477000000000001
g__2026172	Chengkuizengella_marina-_-MK408746--_YPA3-1-1_T	0.017191
Chengkuizengella_sediminis-_-KU870236--_J15A17_T	g__2026172	0.020651000000000003
Ammoniibacillus_agariperforans-_-AB745450--_FAB2_T	g__1615910	2e-6
Paenibacillus_ripae-_-KP076219--_HZ1_T	Paenibacillus_yanchengensis-_-MF947712--_J-3_T	0.04399
Paenibacillus_fonticola-_-DQ453131--_ZL_T	Paenibacillus_lentus-_-KC800716--_CMG1240_T	0.031049999999999998
Paenibacillus_lentus-_-KC800716--_CMG1240_T	Paenibacillus_ihumii-_-LN881615--_AT5_T	0.025529999999999997
Paenibacillus_woosongensis-_-AY847463--_YB-45_T	Paenibacillus_ihumii-_-LN881615--_AT5_T	0.06001
g__995014	Fontibacillus_phaseoli-_-KF583881--_BAPVE7B_T	0.020061
Fontibacillus_aquaticus-_-DQ023221--_GPTSA_19_T	Fontibacillus_pullulanilyticus-_-KP899807--_DSHK107__T	0.02683
Fontibacillus_panacisegetis-_-GQ303568--_KCTC_13564_LTP__T	Fontibacillus_solani-_-LN651195--_A4STR04_T	0.01179
Paenibacillus_konsidensis-_-EU081509--_LBY_T	g__995014	0.031240999999999998
Paenibacillus_vini-_-KJ005124--_LAM0504_T	g__995014	0.026410999999999997
Paenibacillus_zeisoli-_-MH551482--_3-5-3_T	g__995014	0.033321
Paenibacillus_pini-_-GQ423056--_S22_T	g__995014	0.043621
Paenibacillus_favisporus-_-AY208751--_GMP01_T	Paenibacillus_cineris-_-AJ575658--_LMG_18439_T	0.00139
Paenibacillus_rhizosphaerae-_-AY751754--_CECAP06_T	Paenibacillus_cineris-_-AJ575658--_LMG_18439_T	0.00346
Paenibacillus_cellulositrophicus-_-FJ178001--_P2-1_T	Paenibacillus_cineris-_-AJ575658--_LMG_18439_T	0.0049
Paenibacillus_dokdonensis-_-KX025137--_YH-JAE5_T	Paenibacillus_chibensis-_-AB073194--_JCM_9905_T	0.02582
Paenibacillus_dendrobii-_-MN525411--_HJLG12_T	Paenibacillus_chibensis-_-AB073194--_JCM_9905_T	0.01867
Paenibacillus_mangrovi-_-ON324827--_KQZ6P-2T	Paenibacillus_chibensis-_-AB073194--_JCM_9905_T	0.01795
Paenibacillus_azoreducens-_-AJ272249--_CM1_T	Paenibacillus_cineris-_-AJ575658--_LMG_18439_T	0.03452
Paenibacillus_cookii-_-AJ250317--_LMG_18419_T	Paenibacillus_relictisesami-_-AB567661--_KB0549_T	0.024140000000000002
Paenibacillus_alvei-_-AJ320491--_DSM_29_T	Paenibacillus_aquistagni-_-LT576422--_11_T	0.05174
Paenibacillus_apiarius-_-AB073201--_DSM_5581_T	Paenibacillus_profundus-_-AB712351--_Sl79w_T	0.01244
Paenibacillus_assamensis-_-AY884046--_GPTSA_11_T	Paenibacillus_agilis-_-MH107820--_N4T	0.01284
Paenibacillus_marinisediminis-_-JF748731--_LHW35_T	Paenibacillus_taiwanensis-_-DQ890521--_BCRC_17411_T	0.037970000000000004
g__1943561	Marinicrinis_sediminis-_-KR604722--_NC2-42_T	0.041381
Marinicrinis_lubricantis-_-MG589643--_KSS164-79_T	g__1943561	0.044901
Longirhabdus_pacifica-_-MH636585--_SCSIO_06110_T	g__2661811	2e-6
Paenibacillus_lentimorbus-_-AB073199--_ATCC_14707_T	Paenibacillus_popilliae-_-AB073198--_ATCC_14706_T	0.01858
Paenibacillus_popilliae-_-AB073198--_ATCC_14706_T	Paenibacillus_thiaminolyticus-_-AB073197--_IFO_15656_T	0.008289999999999999
Paenibacillus_dendritiformis-_-AY359885--_CIP_105967T_T	Paenibacillus_melissococcoides-_-OW961637--_CCOS_2000_T	0.00761
Paenibacillus_cisolokensis-_-LC055784--_UICC_B-42_T	Paenibacillus_apiarius-_-AB073201--_DSM_5581_T	0.07991
Paenibacillus_sediminis-_-GQ355277--_GTH-3_T	Paenibacillus_apiarius-_-AB073201--_DSM_5581_T	0.08272
Paenibacillus_turicensis-_-AF378694--_MOL722_T	Paenibacillus_motobuensis-_-AY741810--_MC10_T	0.08019
Paenibacillus_aceti-_-KU050693--_L14_T	Paenibacillus_motobuensis-_-AY741810--_MC10_T	0.027110000000000002
Paenibacillus_puldeungensis-_-GU187433--_CAU_9324_T	Paenibacillus_aceti-_-KU050693--_L14_T	0.03468
Paenibacillus_lutimineralis-_-CP034346--_MBLB1234T	Paenibacillus_motobuensis-_-AY741810--_MC10_T	0.03469
Paenibacillus_apis-_-KU573973--_CBM1_T	Paenibacillus_brevis-_-MZ310599--_MSJ-6_T	0.03741
Paenibacillus_sanguinis-_-AY323609--_2301083_T	Paenibacillus_faecis-_-HM212646--_CIP_101062_T	0.06426
Paenibacillus_macerans-_-AB073196--_IAM_12467_T	Paenibacillus_faecis-_-HM212646--_CIP_101062_T	0.05116
Paenibacillus_caui-_-MZ994649--_81-11_/type_materialtype_strain_of_Paenibacillus_cauiT	Paenibacillus_faecis-_-HM212646--_CIP_101062_T	0.044039999999999996
Paenibacillus_barengoltzii-_-AB681405--_NBRC_101215_T	Paenibacillus_phoenicis-_-EU977789--_3PO2SA_T	0.02553
Paenibacillus_rhizolycopersici-_-ON758925--_DXFW5T	Paenibacillus_timonensis-_-AY323612--_2301032_T	0.0276
Paenibacillus_faecis-_-HM212646--_CIP_101062_T	Paenibacillus_timonensis-_-AY323612--_2301032_T	0.031700000000000006
Paenibacillus_mobilis-_-KX636168--_S8_T	Paenibacillus_yonginensis-_-CP014167--_DCY84_n_T	0.02615
Paenibacillus_physcomitrellae-_-KP334123--_XB_T	Paenibacillus_mobilis-_-KX636168--_S8_T	0.04135
Paenibacillus_mellifer-_-OL468736--_MBLB2552T	Paenibacillus_telluris-_-HQ257247--_PS38_T	0.05825
Paenibacillus_marchantiophytorum-_-KP056549--_R55_T	Paenibacillus_ferrarius-_-KF925453--_CY1_T	0.036059999999999995
Paenibacillus_pectinilyticus-_-EU391157--_RCB-08_T	Paenibacillus_allorhizoplanae-_-OP023150--_JJ-42T	0.01565
Paenibacillus_aestuarii-_-EU570250--_CJ25_T	Paenibacillus_pocheonensis-_-AB245386--_Gsoil_1138_T	0.03745
Paenibacillus_pocheonensis-_-AB245386--_Gsoil_1138_T	Paenibacillus_chondroitinus-_-D82064--_DSMZ5051T_T	0.03072
Paenibacillus_nebraskensis-_-KX611227--_JJ-59_T	Paenibacillus_silvestris-_-MN381952--_5J-6_T	0.01967
Paenibacillus_silvestris-_-MN381952--_5J-6_T	Paenibacillus_aceris-_-KU879057--_KUDC4121_T	0.01745
Paenibacillus_alginolyticus-_-AB073362--_DSM_5050_T	Paenibacillus_frigoriresistens-_-JQ314346--_YIM_016_T	0.0132
Paenibacillus_frigoriresistens-_-JQ314346--_YIM_016_T	Paenibacillus_germinis-_-MT105333--_LMG_31460T_T	0.009739999999999999
Paenibacillus_germinis-_-MT105333--_LMG_31460T_T	Paenibacillus_phytorum-_-MT105335--_LMG_31458T_T	0.0021
Paenibacillus_qinlingensis-_-KX009025--_TEGT-2_T	Paenibacillus_plantarum-_-MT105337--_LMG_31461T_T	0.009729999999999999
Paenibacillus_planticolens-_-MT105336--_LMG_31457T_T	Paenibacillus_phytorum-_-MT105335--_LMG_31458T_T	0.01675
Paenibacillus_sedimenti-_-MT974005--_WST5-2T	Paenibacillus_planticolens-_-MT105336--_LMG_31457T_T	0.054479999999999994
Paenibacillus_thalictri-_-MK551734--_N2SHLJ1_T	Paenibacillus_sedimenti-_-MT974005--_WST5-2T	0.0691
Paenibacillus_eucommiae-_-KC589216--_I12B-01101_T	Paenibacillus_thalictri-_-MK551734--_N2SHLJ1_T	0.08592
Paenibacillus_esterisolvens-_-KP232905--_CFH_S0170_T	Paenibacillus_vulneris-_-HE649498--_CCUG_53270_T	0.030780000000000002
Paenibacillus_konkukensis-_-KX462877--_SK-3146_T	Paenibacillus_yunnanensis-_-KJ914577--_YN2_T	0.01874
Paenibacillus_periandrae-_-KT257095--_PM10_T	Paenibacillus_foliorum-_-MT105338--_LMG_31456T_T	0.0403
Paenibacillus_foliorum-_-MT105338--_LMG_31456T_T	Paenibacillus_yunnanensis-_-KJ914577--_YN2_T	0.03919
Paenibacillus_piri-_-KY445675--_MS74_T	Paenibacillus_yunnanensis-_-KJ914577--_YN2_T	0.05567
Paenibacillus_rigui-_-EU939688--_WPCB173_T	Paenibacillus_limicola-_-KY056224--_CJ6_T	0.04682
Paenibacillus_xerothermodurans-_-KY886974--_ATCC_27380_T	Paenibacillus_yunnanensis-_-KJ914577--_YN2_T	0.06272
Paenibacillus_ehimensis-_-AB021184--_IFO15659_T	Paenibacillus_koreensis-_-AF130254--_YC300_T	0.01733
Paenibacillus_elgii-_-AY090110--_SD17_T	Paenibacillus_ehimensis-_-AB021184--_IFO15659_T	0.0341
Paenibacillus_tianmuensis-_-FJ719490--_B27_T	Paenibacillus_elgii-_-AY090110--_SD17_T	0.039619999999999995
Paenibacillus_solanacearum-_-KU379666--_T16R-228_T	Paenibacillus_allorhizosphaerae-_-MZ352766--_JJ-447T	0.03163
Paenibacillus_chinjuensis-_-AF164345--_WN9_T	Paenibacillus_mucilaginosus-_-FJ039528--_VKPM_B-7519_T	0.04258
Paenibacillus_chartarius-_-FN689718--_CCUG_55240_T	Paenibacillus_mucilaginosus-_-FJ039528--_VKPM_B-7519_T	0.09077
Paenibacillus_edaphicus-_-AF006076--_T7_T	Paenibacillus_mucilaginosus-_-FJ039528--_VKPM_B-7519_T	0.08373000000000001
Paenibacillus_xylanisolvens-_-AB495094--_X11-1_T	Paenibacillus_mucilaginosus-_-FJ039528--_VKPM_B-7519_T	0.05795
Paenibacillus_cremeus-_-MF446616--_JC52T	Paenibacillus_xylanisolvens-_-AB495094--_X11-1_T	0.06419
Paenibacillus_ginsengihumi-_-EF452662--_DCY16_T	Paenibacillus_pueri-_-EU391156--_b09i-3_T	0.04526
Paenibacillus_naphthalenovorans-_-AF353681--_PR-N1-_ATCC_BAA-206-_DSM14203_T	Paenibacillus_validus-_-AB073203--_JCM_9077_T	0.06397
Paenibacillus_validus-_-AB073203--_JCM_9077_T	Paenibacillus_filicis-_-GQ423055--_S4_T	0.046689999999999995
Paenibacillus_filicis-_-GQ423055--_S4_T	Paenibacillus_puerhi-_-MN014063--_SJY2T	0.02426
Paenibacillus_soli-_-DQ309072--_DCY03_T	Paenibacillus_filicis-_-GQ423055--_S4_T	0.0655
Paenibacillus_chitinolyticus-_-AB021183--_IFO15660_T	g__44249	0.06399099999999999
Paenibacillus_harenae-_-AY839867--_B519_T	Paenibacillus_vietnamensis-_-LC486255--_N4T	0.03504
Paenibacillus_agarexedens-_-AJ345020--_DSM_1327_T	Paenibacillus_vietnamensis-_-LC486255--_N4T	0.03998
Paenibacillus_montaniterrae-_-AB295646--_MXC2-2_T	Paenibacillus_siamensis-_-AB295645--_S5-3_T	0.02266
Paenibacillus_susongensis-_-KJ101448--_M327_T	Paenibacillus_terrigena-_-AB248087--_A35_T	0.01938
Paenibacillus_guangzhouensis-_-KJ000691--_GSS02_T	Paenibacillus_susongensis-_-KJ101448--_M327_T	0.031190000000000002
Paenibacillus_guangzhouensis-_-KJ000691--_GSS02_T	Paenibacillus_terrigena-_-AB248087--_A35_T	0.031190000000000002
Paenibacillus_selenitireducens-_-KC815539--_ES3-24_T	Paenibacillus_susongensis-_-KJ101448--_M327_T	0.05799
Paenibacillus_selenitireducens-_-KC815539--_ES3-24_T	Paenibacillus_terrigena-_-AB248087--_A35_T	0.05799
Paenibacillus_cathormii-_-AB979873--_BK114-2_T	Paenibacillus_selenitireducens-_-KC815539--_ES3-24_T	0.08196
Paenibacillus_daejeonensis-_-AF290916--_AP-20_T	Paenibacillus_hispanicus-_-KX187338--_AMTAE16_T	0.013900000000000001
Paenibacillus_sabuli-_-MK249748--_HB182496T	Paenibacillus_daejeonensis-_-AF290916--_AP-20_T	0.07818
Paenibacillus_gansuensis-_-AY839866--_B518_T	Paenibacillus_swuensis-_-CP011388--_DY6_n_T	0.04751
g__2291840	Paludirhabdus_telluriireducens-_-KY684033--_ON8_T	0.004141
Paludirhabdus_pumila-_-KY684034--_ON6_T	g__2291840	0.0075910000000000005
g__329857	Cohnella_fontinalis-_-AB362828--_YT-1101_T	0.032391
Cohnella_damuensis-_-EU912527--_13-25_T	Cohnella_panacarvi-_-AB271056--_Gsoil_349_T	0.041190000000000004
Cohnella_fermenti-_-MH028245--_CC-MHH1044_T	Cohnella_damuensis-_-EU912527--_13-25_T	0.04666
Cohnella_formosensis-_-JN806384--_CC-Alfalfa-35_T	Cohnella_thailandensis-_-FJ001840--_S1-3_T	0.0359
Cohnella_terrae-_-FJ001842--_MX21-2_T	Cohnella_xylanilytica-_-FJ001841--_MX15-2_T	0.01667
Cohnella_thermotolerans-_-AJ971483--_CCUG_47242_T	Cohnella_xylanilytica-_-FJ001841--_MX15-2_T	0.04586
Cohnella_zeiphila-_-JACJVO010000044--_CBP-2801_/type_materialtype_strain_of_Cohnella_zeiphilaT	Cohnella_lubricantis-_-KX581041--_KSS-154-50_T	0.055549999999999995
Cohnella_lubricantis-_-KX581041--_KSS-154-50_T	Cohnella_nanjingensis-_-KF479666--_D45_T	0.047009999999999996
Cohnella_algarum-_-KY864397--_Pch-40_T	Cohnella_lubricantis-_-KX581041--_KSS-154-50_T	0.06720000000000001
Cohnella_faecalis-_-MH830517--_K2E09-144_T	Cohnella_lubricantis-_-KX581041--_KSS-154-50_T	0.0613
Cohnella_boryungensis-_-HM061613--_BR-29_T	Cohnella_terricola-_-MW228047--_G13_T	0.03823
Cohnella_hongkongensis-_-AF433165--_HKU3_T	Cohnella_boryungensis-_-HM061613--_BR-29_T	0.053279999999999994
Cohnella_collisoli-_-KR011027--_NKM-5_T	Cohnella_terricola-_-MW228047--_G13_T	0.05285
Cohnella_ferri-_-EF203083--_HIO-4_T	Cohnella_cellulosilytica-_-HQ704069--_FCN3-3_T	0.04121
Cohnella_phaseoli-_-EU014872--_GSPC1_T	Cohnella_cellulosilytica-_-HQ704069--_FCN3-3_T	0.037250000000000005
Cohnella_luojiensis-_-GQ214052--_HY-22R_T	Cohnella_herbarum-_-MT367289--_MFER-1T	0.02622
Cohnella_endophytica-_-MK026880--_M2MS4P-1_T	Cohnella_luojiensis-_-GQ214052--_HY-22R_T	0.030420000000000003
Cohnella_soli-_-GU181266--_YM2-7_T	Cohnella_endophytica-_-MK026880--_M2MS4P-1_T	0.05175
Cohnella_suwonensis-_-GU181267--_WD2-19_T	Cohnella_endophytica-_-MK026880--_M2MS4P-1_T	0.04963
Cohnella_arctica-_-HQ315787--_M9-62_T	Cohnella_lupini-_-KC447383--_RLAHU4B_T	0.05065
Cohnella_ginsengisoli-_-EF368010--_GR21-5_T	Cohnella_rhizosphaerae-_-KF840792--_CSE-5610_T	0.028499999999999998
Cohnella_laeviribosi-_-DQ459874--_RI-39-_KCTC3987-_KCCM10653-_CCUG52217_T	Cohnella_yongneupensis-_-EF368008--_5YN10-14_T	0.07647999999999999
Cohnella_yongneupensis-_-EF368008--_5YN10-14_T	g__329857	0.059911
Cohnella_saccharovorans-_-JQ806733--_CJ22_T	g__329857	0.06362100000000001
Cohnella_kolymensis-_-KT265226--_VKM_B-2846_T	g__329857	0.06449099999999999
Gorillibacterium_massiliense-_-CBQR020000178--_G5_T	g__1689250	2e-6
Paenibacillus_cymbidii-_-KP325073--_R196_T	Gorillibacterium_massiliense-_-CBQR020000178--_G5_T	0.092171
Paenibacillus_cymbidii-_-KP325073--_R196_T	g__1689250	0.092171
Paenibacillus_arcticus-_-KP900012--_MME2_R6_T	Paenibacillus_psychroresistens-_-KT933802--_ML311-T8T	0.01808
Paenibacillus_cavernae-_-LN852381--_C4-5_T	Paenibacillus_contaminans-_-EF626690--_CKOBP-6_T	0.03852
Paenibacillus_larvae_subsp._larvae-_-AY530294--_DSM_7030_T	g__44249	0.09120099999999999
Paenibacillus_residui-_-FN293173--_MC-246_T	Paenibacillus_senegalensis-_-JF824808--_JC66_T	0.06323000000000001
Xylanibacillus_composti-_-KX298897--_K13_T	g__1975703	2e-6
g__76632	Thermobacillus_xylanilyticus-_-AJ005795--_XE_T	0.009621
Thermobacillus_composti-_-AB254031--_KWC4_T	g__76632	0.010901
Insulambacter_thermoxylanivorax-_-MT645320--_DA-C8T	g__3036657	2e-6
Paenibacillus_antri-_-MK943674--_SYSU_K30003_T	Paenibacillus_thermoaerophilus-_-AB738878--_TC22-2b_T	0.09317
Paenibacillus_thermoaerophilus-_-AB738878--_TC22-2b_T	g__44249	0.088891
Paenibacillus_baekrokdamisoli-_-LC082229--_Back-11_T	Paenibacillus_solisilvae-_-MF784349--_LAAM7113_T	0.04285
Paenibacillus_lignilyticus-_-JQ723703--_DLE-14_T	Paenibacillus_rhizoryzae-_-KP675984--_1ZS3-5_T	0.02093
Paenibacillus_montanisoli-_-KY684255--_RA17_T	Paenibacillus_rhizoryzae-_-KP675984--_1ZS3-5_T	0.033229999999999996
Paenibacillus_glycinis-_-MT318143--_T1_T	Paenibacillus_sacheonensis-_-GU124597--_SY01_T	0.02215
Paenibacillus_artemisiicola-_-JQ723725--_MWE-103_T	Paenibacillus_glycinis-_-MT318143--_T1_T	0.03143
Paenibacillus_taihuensis-_-JQ398861--_THMBG22_T	Paenibacillus_artemisiicola-_-JQ723725--_MWE-103_T	0.03222
Paenibacillus_panaciterrae-_-KJ653225--_DCY95_T	Paenibacillus_artemisiicola-_-JQ723725--_MWE-103_T	0.06396
Paenibacillus_phyllosphaerae-_-AY598818--_PALXIL04_T	Paenibacillus_methanolicus-_-EU912465--_BL24_T	0.01869
Paenibacillus_xanthanilyticus-_-KT429627--_AS7_T	Paenibacillus_aurantiacus-_-LC210810--_RC11_T	0.01881
Paenibacillus_humicus-_-AM411528--_PC-147_T	Paenibacillus_pasadenensis-_-AB681404--_NBRC_101214_T	0.04023
Paenibacillus_wooponensis-_-EU939687--_WPCB018_T	Paenibacillus_humicus-_-AM411528--_PC-147_T	0.06107
Paenibacillus_pinihumi-_-GQ423057--_S23_T	Paenibacillus_elymi-_-KX858537--_KUDC6143_T	0.04002
Paenibacillus_xanthinilyticus-_-JX089326--_11N27_T	Paenibacillus_oenotherae-_-KF900218--_DT7-4_T	0.024130000000000002
Paenibacillus_nasutitermitis-_-KR611320--_P5-1_T	Paenibacillus_sepulcri-_-DQ291142--_CCM_7311-_LMG_19508_T	0.03234
Paenibacillus_mendelii-_-AF537343--_C/2_T	Paenibacillus_sepulcri-_-DQ291142--_CCM_7311-_LMG_19508_T	0.04695
Paenibacillus_arachidis-_-KJ572789--_E3_T	Paenibacillus_mendelii-_-AF537343--_C/2_T	0.05761999999999999
Paenibacillus_curdlanolyticus-_-AB073202--_DSM_10247_T	Paenibacillus_kobensis-_-AB073363--_DSM_10249_T	0.03728
