tip1	tip2	taxid1	taxid2	distance
Laceyella_thermophila-_-KP232927--_YIM_79486_T	Laceyella_putida-_-AF138736--_KCTC_3666__T	1644115	110101	0.02205
Hazenella_coriacea-_-JQ798970--_23436_T	g__1343556	1179467	1343556	2e-6
g__1343556	Hazenella_coriacea-_-JQ798970--_23436_T	1343556	1179467	2e-6
Lihuaxuella_thermophila-_-JX045707--_YIM_77831_T	g__1522429	1173111	1522429	2e-6
g__1522429	Lihuaxuella_thermophila-_-JX045707--_YIM_77831_T	1522429	1173111	2e-6
Paenactinomyces_guangxiensis-_-KJ027602--_CD-1_T	g__2756134	1490290	2756134	2e-6
g__2756134	Paenactinomyces_guangxiensis-_-KJ027602--_CD-1_T	2756134	1490290	2e-6
Thermoactinomyces_vulgaris-_-AF138739--_KCTC_9076__T	Thermoactinomyces_intermedius-_-AF138734--_KCTC_9646__T	2026	2024	0.01037
Thermoactinomyces_intermedius-_-AF138734--_KCTC_9646__T	Thermoactinomyces_vulgaris-_-AF138739--_KCTC_9076__T	2024	2026	0.01037
Thermoactinomyces_mirandus-_-MN148883--_AMNI-1_T	Thermoactinomyces_intermedius-_-AF138734--_KCTC_9646__T	2756294	2024	0.05157
Thermoactinomyces_khenchelensis-_-KT277569--_T36_T	Thermoactinomyces_intermedius-_-AF138734--_KCTC_9646__T	1470181	2024	0.03192
Staphylospora_marina-_-MH819771--_SCSIO_07575_T	g__2689589	2490858	2689589	2e-6
g__2689589	Staphylospora_marina-_-MH819771--_SCSIO_07575_T	2689589	2490858	2e-6
Thermoactinomyces_daqus-_-KF590624--_H-18_T	g__2023	1329516	2023	0.063281
Seinonella_peptonophila-_-AF138735--_KCTC_9740__T	g__292637	112248	292637	2e-6
g__292637	Seinonella_peptonophila-_-AF138735--_KCTC_9740__T	292637	112248	2e-6
g__1236218	g__2023	1236218	2023	0.023252
g__1155934	Marininema_mesophilum-_-JN006758--_SCSIO_10219_T	1155934	1048340	0.00900099999999999
Marininema_halotolerans-_-KC684888--_YIM_M11385_T	g__1155934	1155944	1155934	0.013141
Marininema_mesophilum-_-JN006758--_SCSIO_10219_T	g__1155934	1048340	1155934	0.00900099999999999
Salinithrix_halophila-_-KJ206288--_R4S8_T	g__1649492	1485204	1649492	2e-6
g__1649492	Salinithrix_halophila-_-KJ206288--_R4S8_T	1649492	1485204	2e-6
Paludifilum_halophilum-_-KP229518--_SMBg3_T	g__1905726	1642702	1905726	2e-6
g__1905726	Paludifilum_halophilum-_-KP229518--_SMBg3_T	1905726	1642702	2e-6
g__500614	Desmospora_activa-_-AM940019--_IMMIB_L-1269_T	500614	500615	0.018611
Desmospora_activa-_-AM940019--_IMMIB_L-1269_T	g__500614	500615	500614	0.018611
Desmospora_profundinema-_-KM368342--_SCSIO_11154_T	g__500614	1571184	500614	0.022771
g__1274351	g__1236218	1274351	1236218	0.027372
Kroppenstedtia_eburnea-_-FN665656--_JFMB-ATE_T	Kroppenstedtia_guangzhouensis-_-KC311557--_GD02_T	714067	1274356	0.05474
Kroppenstedtia_guangzhouensis-_-KC311557--_GD02_T	g__1274351	1274356	1274351	0.038231
Kroppenstedtia_sanguinis-_-AJ251778--_CCUG_38657T_T	g__1274351	110099	1274351	0.05274099999999999
Kroppenstedtia_pulmonis-_-KC875234--_W9323_T	g__1274351	1380685	1274351	0.035181
Melghirimyces_algeriensis-_-HQ383683--_NariEX_T	g__1236218	910412	1236218	0.029121
g__1348505	Polycladomyces_subterraneus-_-JF694784--_KSR_13_T	1348505	1016997	0.004851
Polycladomyces_abyssicola-_-AB688114--_JIR-001_T	g__1348505	1125966	1348505	0.006841
Polycladomyces_subterraneus-_-JF694784--_KSR_13_T	g__1348505	1016997	1348505	0.004851
Marinithermofilum_abyssi-_-KM368341--_SCSIO_11157_T	g__1659417	1571185	1659417	2e-6
g__1659417	Marinithermofilum_abyssi-_-KM368341--_SCSIO_11157_T	1659417	1571185	2e-6
Melghirimyces_profundicolus-_-JX555981--_SCSIO_11153_T	g__1236218	1242148	1236218	0.043851
Melghirimyces_thermohalophilus-_-JX861508--_Nari11A_T	Melghirimyces_profundicolus-_-JX555981--_SCSIO_11153_T	1236220	1242148	0.048280000000000003
g__332100	Planifilum_composti-_-JN793954--_P8_T	332100	1108801	0.033011
Planifilum_fulgidum-_-AB088362--_500275_T	Planifilum_yunnanense-_-DQ119659--_LA5_T	201973	337094	0.02268
Planifilum_yunnanense-_-DQ119659--_LA5_T	Planifilum_fulgidum-_-AB088362--_500275_T	337094	201973	0.02268
Planifilum_fimeticola-_-AB088364--_H0165_T	g__332100	201975	332100	0.036741
Planifilum_composti-_-JN793954--_P8_T	g__332100	1108801	332100	0.033011
g__482144	Mechercharimyces_mesophilus-_-AB239529--_YM3-251_-=_MBIC06230-_T	482144	354237	0.009011
Mechercharimyces_asporophorigenens-_-AB239532--_YM11-542_-=_MBIC06487-_T	g__482144	354240	482144	0.010671
Mechercharimyces_mesophilus-_-AB239529--_YM3-251_-=_MBIC06230-_T	g__482144	354237	482144	0.009011
Novibacillus_thermophilus-_-CP019699--_SG-1_n_T	g__1677050	1471761	1677050	2e-6
g__1677050	Novibacillus_thermophilus-_-CP019699--_SG-1_n_T	1677050	1471761	2e-6
g__29330	g__1502725	29330	1502725	0.042972
Alicyclobacillus_acidocaldarius_subsp._acidocaldarius-_-AJ496806--_DSM_446_T	Alicyclobacillus_fructus-_-MW694480--_FSL-W10-0059T	521098	2816082	0.01185999999999999
Alicyclobacillus_fructus-_-MW694480--_FSL-W10-0059T	Alicyclobacillus_acidocaldarius_subsp._acidocaldarius-_-AJ496806--_DSM_446_T	2816082	521098	0.01185999999999999
Alicyclobacillus_sendaiensis-_-AB222247--_JCM_11817_T	Alicyclobacillus_mali-_-MW694475--_FSL-W10-0018T	192387	1123961	0.01885
Alicyclobacillus_mali-_-MW694475--_FSL-W10-0018T	Alicyclobacillus_sendaiensis-_-AB222247--_JCM_11817_T	1123961	192387	0.01885
Alicyclobacillus_acidocaldarius_subsp._rittmannii-_-AB059674--_DSM_11297_T	Alicyclobacillus_acidocaldarius_subsp._acidocaldarius-_-AJ496806--_DSM_446_T	201094	521098	0.01815
Alicyclobacillus_vulcanalis-_-AB222267--_DSM_16176_T	Alicyclobacillus_acidocaldarius_subsp._rittmannii-_-AB059674--_DSM_11297_T	252246	201094	0.02935999999999999
Alicyclobacillus_acidoterrestris-_-AB042057--_ATCC_49025T_T	Alicyclobacillus_suci-_-MW694478--_VF-FSL-W10-0049T	1450	2816080	0.0154
Alicyclobacillus_suci-_-MW694478--_VF-FSL-W10-0049T	Alicyclobacillus_acidoterrestris-_-AB042057--_ATCC_49025T_T	2816080	1450	0.0154
Alicyclobacillus_dauci-_-AB916540--_4F_T	Alicyclobacillus_acidoterrestris-_-AB042057--_ATCC_49025T_T	1475485	1450	0.03859
Alicyclobacillus_dauci-_-AB916540--_4F_T	Alicyclobacillus_fastidiosus-_-AB264021--_S-TAB_T	1475485	392011	0.03859
Alicyclobacillus_fodiniaquatilis-_-KR090679--_G45-16_T	Alicyclobacillus_acidoterrestris-_-AB042057--_ATCC_49025T_T	1661150	1450	0.04698
Alicyclobacillus_fodiniaquatilis-_-KR090679--_G45-16_T	Alicyclobacillus_fastidiosus-_-AB264021--_S-TAB_T	1661150	392011	0.04698
Alicyclobacillus_fastidiosus-_-AB264021--_S-TAB_T	Alicyclobacillus_acidoterrestris-_-AB042057--_ATCC_49025T_T	392011	1450	0.02244
Alicyclobacillus_acidiphilus-_-AB076660--_TA-67_T	Alicyclobacillus_hesperidum-_-AB059678--_DSM_12489T_T	182455	89784	0.04488
Alicyclobacillus_hesperidum-_-AB059678--_DSM_12489T_T	Alicyclobacillus_sacchari-_-AB264020--_RB718_T	89784	392010	0.0028
Alicyclobacillus_sacchari-_-AB264020--_RB718_T	Alicyclobacillus_hesperidum-_-AB059678--_DSM_12489T_T	392010	89784	0.0028
Alicyclobacillus_tengchongensis-_-KF772795--_ACK006_T	Alicyclobacillus_montanus-_-KU366611--_USBA-GBX-503_T	368812	1830138	0.01071
Alicyclobacillus_tolerans-_-Z21979--_K1_T	Alicyclobacillus_tengchongensis-_-KF772795--_ACK006_T	90970	368812	0.01896
Alicyclobacillus_montanus-_-KU366611--_USBA-GBX-503_T	Alicyclobacillus_tengchongensis-_-KF772795--_ACK006_T	1830138	368812	0.01071
Alicyclobacillus_disulfidooxidans-_-U34974--_SD-11_T	g__29330	42808	29330	0.100591
Alicyclobacillus_mengziensis-_-MT605219--_S30H14_T	Alicyclobacillus_curvatus-_-MW269400--_ALEF1_T	2931921	2790012	0.01813
Alicyclobacillus_curvatus-_-MW269400--_ALEF1_T	Alicyclobacillus_mengziensis-_-MT605219--_S30H14_T	2790012	2931921	0.01813
Alicyclobacillus_ferrooxydans-_-EU137838--_TC-34_T	Alicyclobacillus_mengziensis-_-MT605219--_S30H14_T	471514	2931921	0.03636
Alicyclobacillus_contaminans-_-AB264026--_3-A191_T	Alicyclobacillus_pomorum-_-AB089840--_3A_T	392016	1111479	0.04993
Alicyclobacillus_pomorum-_-AB089840--_3A_T	Alicyclobacillus_contaminans-_-AB264026--_3-A191_T	1111479	392016	0.04993
Alicyclobacillus_aeris-_-FM179383--_ZJ-6_T	g__29330	545890	29330	0.06538100000000001
Alicyclobacillus_cycloheptanicus-_-AB042059--_DSM_4006T_T	g__29330	1457	29330	0.056871
Alicyclobacillus_cellulosilyticus-_-AB622813--_JCM_18487_LTP__T	g__29330	1003997	29330	0.074991
Alicyclobacillus_macrosporangiidus-_-AB264025--_5A239-2O-A_T	g__29330	392015	29330	0.048741
Alicyclobacillus_kakegawensis-_-AB264022--_5-A83J_T	Alicyclobacillus_shizuokensis-_-AB264024--_4-A336_T	392012	392014	0.02427
Alicyclobacillus_shizuokensis-_-AB264024--_4-A336_T	Alicyclobacillus_kakegawensis-_-AB264022--_5-A83J_T	392014	392012	0.02427
Alicyclobacillus_herbarius-_-AB042055--_CP-1_T	Alicyclobacillus_shizuokensis-_-AB264024--_4-A336_T	122960	392014	0.05073
Ferroacidibacillus_organovorans-_-AY040739--_SLC66_/type_materialtype_strain_of_FerroacidibacillusorganovoransT	g__3025863	1765683	3025863	2e-6
g__3025863	Ferroacidibacillus_organovorans-_-AY040739--_SLC66_/type_materialtype_strain_of_FerroacidibacillusorganovoransT	3025863	1765683	2e-6
Sulfoacidibacillus_ferrooxidans-_-MF163175--_S0AB_/type_materialtype_strain_of_SulfoacidibacillusferrooxidansT	g__3025858	2005001	3025858	2e-6
g__3025858	Sulfoacidibacillus_ferrooxidans-_-MF163175--_S0AB_/type_materialtype_strain_of_SulfoacidibacillusferrooxidansT	3025858	2005001	2e-6
g__1129704	Kyrpidia_spormannii-_-CP024955.1--_EA-1_T	1129704	2055160	0.012471
Kyrpidia_spormannii-_-CP024955.1--_EA-1_T	g__1129704	2055160	1129704	0.012471
Kyrpidia_tusciae-_-CP002017--_DSM_2912_T	g__1129704	562970	1129704	0.014591
g__1502725	Effusibacillus_consociatus-_-HE613268--_CCUG_53762_T	1502725	1117041	0.036811
Effusibacillus_consociatus-_-HE613268--_CCUG_53762_T	g__1502725	1117041	1502725	0.036811
Effusibacillus_lacus-_-AB828155--_skLN1_T	g__1502725	1348429	1502725	0.050011
Effusibacillus_dendaii-_-LC586281--_skT53_source__________/type_materialtype_strain_of_Effusibacillus_sp._skT53T	g__1502725	2743772	1502725	0.051161
Effusibacillus_pohliae-_-AJ564766--_MP4_=_CIP_109385_=_NCIMB_14276_T	g__1502725	232270	1502725	0.049071
g__432330	Tumebacillus_ginsengisoli-_-AB245375--_Gsoil_1105_T	432330	363888	0.038121
Tumebacillus_algifaecis-_-JX110710--_THMBR28_T	Tumebacillus_avium-_-MH031783--_AR23208_T	1214604	1917216	0.02633
Tumebacillus_avium-_-MH031783--_AR23208_T	Tumebacillus_algifaecis-_-JX110710--_THMBR28_T	1917216	1214604	0.02633
Tumebacillus_lipolyticus-_-KC462738--_NIO-S10_T	g__432330	1280370	432330	0.046591
Tumebacillus_ginsengisoli-_-AB245375--_Gsoil_1105_T	g__432330	363888	432330	0.038121
Tumebacillus_permanentifrigoris-_-DQ444975--_Eur1_9.5_T	Tumebacillus_amylolyticus-_-MT613860--_ITR2_T	378543	2801339	0.0232
Tumebacillus_amylolyticus-_-MT613860--_ITR2_T	Tumebacillus_permanentifrigoris-_-DQ444975--_Eur1_9.5_T	2801339	378543	0.0232
Tumebacillus_flagellatus-_-JQ421297--_GST4_T	Tumebacillus_amylolyticus-_-MT613860--_ITR2_T	1157490	2801339	0.04942
Tumebacillus_luteolus-_-KP050358--_UC13_T	Tumebacillus_soli-_-JX233496--_CAU_11108_T	1616821	1229157	0.02098
Tumebacillus_soli-_-JX233496--_CAU_11108_T	Tumebacillus_luteolus-_-KP050358--_UC13_T	1229157	1616821	0.02098
Collibacillus_ludicampi-_-LC669717--_TP075T	g__3046397	2771369	3046397	2e-6
g__3046397	Collibacillus_ludicampi-_-LC669717--_TP075T	3046397	2771369	2e-6
Thermicanus_aegyptius-_-AJ242495--_ET-5b_T	g__94008	94009	94008	2e-6
g__94008	Thermicanus_aegyptius-_-AJ242495--_ET-5b_T	94008	94009	2e-6
g__3025755	g__2093	3025755	2093	0.021212
g__2093	g__3025755	2093	3025755	0.021212
g__2895509	g__2767358	2895509	2767358	2e-6
g__2767358	g__2895509	2767358	2895509	2e-6
Mycoplasma_cynos-_-AF412978--_H831-T-_T	Mycoplasma_canis-_-AF412972--_PG14-T-_T	171284	1117644	0.03575
Mycoplasma_bovirhinis-_-U44766--_PG43_T	Mycoplasma_canis-_-AF412972--_PG14-T-_T	29553	1117644	0.0479
Mycoplasma_canis-_-AF412972--_PG14-T-_T	Mycoplasma_edwardii-_-JX843737--_ATCC_23462_T	1117644	53558	0.01214
Mycoplasma_edwardii-_-JX843737--_ATCC_23462_T	Mycoplasma_canis-_-AF412972--_PG14-T-_T	53558	1117644	0.01214
Mycoplasma_buteonis-_-AF412971--_BbT2g-T-_T	Mycoplasma_hafezii-_-EU660528--_M26_T	171280	525886	0.01648
Mycoplasma_hafezii-_-EU660528--_M26_T	Mycoplasma_buteonis-_-AF412971--_BbT2g-T-_T	525886	171280	0.01648
Mycoplasma_gallopavonis-_-FJ226577--_WR1_T	Mycoplasma_hafezii-_-EU660528--_M26_T	76629	525886	0.02365
Mycoplasma_glycophilum-_-AF412981--_486-T-_T	Mycoplasma_hafezii-_-EU660528--_M26_T	171285	525886	0.03664
Mycoplasma_seminis-_-EU544230--_ARNO_T	Mycoplasma_verecundum-_-JN935881--_ATCC_27862_T	512749	171291	0.02317
Mycoplasma_verecundum-_-JN935881--_ATCC_27862_T	Mycoplasma_seminis-_-EU544230--_ARNO_T	171291	512749	0.02317
Mycoplasma_nasistruthionis-_-FM165076--_2F1A_T	Mycoplasma_verecundum-_-JN935881--_ATCC_27862_T	353852	171291	0.06936
Mycoplasma_gallinaceum-_-L24104--_DD_T	Mycoplasma_glycophilum-_-AF412981--_486-T-_T	29556	171285	0.07153
Mycoplasma_corogypsi-_-L08054--_BV1_T	Mycoplasma_glycophilum-_-AF412981--_486-T-_T	2106	171285	0.06515
Mycoplasma_anatis-_-CP030141--_NCTC_10156_n_T	Mycoplasma_anserisalpingitidis-_-EU597750--_1220_T	171279	519450	0.01211999999999999
Mycoplasma_anserisalpingitidis-_-EU597750--_1220_T	Mycoplasma_anatis-_-CP030141--_NCTC_10156_n_T	519450	171279	0.01211999999999999
Mycoplasma_ciconiae-_-KP264571--_ST_57_T	Mycoplasma_pullorum-_-JN935880--_ATCC_33553_T	561067	48003	0.06309999999999999
Mycoplasma_pullorum-_-JN935880--_ATCC_33553_T	Mycoplasma_anserisalpingitidis-_-EU597750--_1220_T	48003	519450	0.04726
Mycoplasma_crocodyli-_-CP001991--_MP145_T	Mycoplasma_alligatoris-_-ADNC01000027--_A21JP2_T	512564	747682	0.02998
Mycoplasma_alligatoris-_-ADNC01000027--_A21JP2_T	Mycoplasma_crocodyli-_-CP001991--_MP145_T	747682	512564	0.02998
Mycoplasma_felis-_-U09787--_ATCC_23391_T	Mycoplasma_mustelae-_-AF412986--_MX9-T-_T	33923	171289	0.03779
Mycoplasma_mustelae-_-AF412986--_MX9-T-_T	Mycoplasma_felis-_-U09787--_ATCC_23391_T	171289	33923	0.03779
Mycoplasma_leonicaptivi-_-U16759--_ATCC_49890_T	Mycoplasma_mustelae-_-AF412986--_MX9-T-_T	36742	171289	0.05793999999999999
Mycoplasma_synoviae-_-X52083--_WVU_1853_T	Mycoplasma_mustelae-_-AF412986--_MX9-T-_T	2109	171289	0.10252
Mycoplasma_oxoniensis-_-AF412987--_128-T-_T	Mycoplasma_columborale-_-AF412975--_MMP-4-T-_T	171290	171282	0.04722999999999999
Mycoplasma_columborale-_-AF412975--_MMP-4-T-_T	Mycoplasma_citelli-_-AF412973--_RG-2C-T-_T	171282	171281	0.0414
Mycoplasma_citelli-_-AF412973--_RG-2C-T-_T	Mycoplasma_columborale-_-AF412975--_MMP-4-T-_T	171281	171282	0.0414
Mycoplasma_sturni-_-U22013--_UC/MF_T	Mycoplasma_columborale-_-AF412975--_MMP-4-T-_T	39047	171282	0.06366000000000001
Mycoplasma_agalactiae-_-CU179680--_PG2_T	Mycoplasma_bovis-_-U02968--_Donetta__T	347257	28903	0.00925
Mycoplasma_bovis-_-U02968--_Donetta__T	Mycoplasma_agalactiae-_-CU179680--_PG2_T	28903	347257	0.00925
Mycoplasma_primatum-_-AF221118--_HRC292_LTP__T	Mycoplasma_bovis-_-U02968--_Donetta__T	55604	28903	0.02841
Mycoplasma_adleri-_-U67943--_G145_T	Mycoplasma_felifaucium-_-U15795--_ATCC_43428_T	51362	35768	0.02489
Mycoplasma_felifaucium-_-U15795--_ATCC_43428_T	Mycoplasma_adleri-_-U67943--_G145_T	35768	51362	0.02489
Mycoplasma_leopharyngis-_-U16760--_ATCC_49889_T	Mycoplasma_maculosum-_-AF221116--_PG15_LTP__T	36743	114885	0.00567
Mycoplasma_maculosum-_-AF221116--_PG15_LTP__T	Mycoplasma_leopharyngis-_-U16760--_ATCC_49889_T	114885	36743	0.00567
Mycoplasma_opalescens-_-AF221117--_MH5408_LTP__T	Mycoplasma_primatum-_-AF221118--_HRC292_LTP__T	114886	55604	0.05484
Mycoplasma_caviae-_-AF221111--_G122_LTP__T	Mycoplasma_fermentans-_-AP009608--_PG18_T	55603	496833	0.01494
Mycoplasma_fermentans-_-AP009608--_PG18_T	Mycoplasma_caviae-_-AF221111--_G122_LTP__T	496833	55603	0.01494
Mycoplasma_spermatophilum-_-AF221119--_AH159_LTP__T	Mycoplasma_fermentans-_-AP009608--_PG18_T	63686	496833	0.05901999999999999
Mycoplasma_bovigenitalium-_-AY121098--_PG_11_T	Mycoplasma_californicum-_-M24582--_strain_ST-6_LTP__T	2112	2113	0.03626
Mycoplasma_californicum-_-M24582--_strain_ST-6_LTP__T	Mycoplasma_phocirhinis-_-AF304324--_852-_ATCC_49639_T	2113	142650	0.03564
Mycoplasma_simbae-_-U16323--_ATCC_49888_T	Mycoplasma_californicum-_-M24582--_strain_ST-6_LTP__T	36744	2113	0.03992
Mycoplasma_phocirhinis-_-AF304324--_852-_ATCC_49639_T	Mycoplasma_californicum-_-M24582--_strain_ST-6_LTP__T	142650	2113	0.03564
Mycoplasma_mucosicanis-_-AM774638--_1642_T	Mycoplasma_californicum-_-M24582--_strain_ST-6_LTP__T	458208	2113	0.04887
Mycoplasma_miroungigenitalium-_-GU905023--_Mirounga_ES2806-GENT	Mycoplasma_californicum-_-M24582--_strain_ST-6_LTP__T	754515	2113	0.05575
Mycoplasma_gallinarum-_-L24105--_PG16_T	Mycoplasma_meleagridis-_-AB680683--_NBRC_14852_T	29557	29561	0.0597
Mycoplasma_meleagridis-_-AB680683--_NBRC_14852_T	Mycoplasma_columbinum-_-AF221113--_MMP-1_LTP__T	29561	114881	0.05618000000000001
Mycoplasma_columbinum-_-AF221113--_MMP-1_LTP__T	Mycoplasma_columbinasale-_-AF221112--_694_LTP__T	114881	114880	0.05539
Mycoplasma_columbinasale-_-AF221112--_694_LTP__T	Mycoplasma_columbinum-_-AF221113--_MMP-1_LTP__T	114880	114881	0.05539
Mycoplasma_iners-_-JN935870--_PG30_T	Mycoplasma_columbinasale-_-AF221112--_694_LTP__T	76630	114880	0.05608
Mycoplasma_lipofaciens-_-AF221115--_R171_LTP__T	Mycoplasma_iners-_-JN935870--_PG30_T	114884	76630	0.0639
Mycoplasma_hyopharyngis-_-U58997--_H3-6B_F_LTP__T	Mycoplasma_lipophilum-_-AB680693--_NBRC_14895_T	29558	2117	0.03916999999999999
Mycoplasma_lipophilum-_-AB680693--_NBRC_14895_T	Mycoplasma_hyopharyngis-_-U58997--_H3-6B_F_LTP__T	2117	29558	0.03916999999999999
Mycoplasma_agassizii-_-U09786--_PS6_LTP__T	Mycoplasma_testudineum-_-U19768--_H3110_T	33922	244584	0.0934
Mycoplasma_testudineum-_-U19768--_H3110_T	Mycoplasma_agassizii-_-U09786--_PS6_LTP__T	244584	33922	0.0934
Mycoplasma_pulmonis-_-AF125582--_PG34-T-_T	g__2923352	2107	2923352	0.119761
Mycoplasma_elephantis-_-AF221121--_E42_LTP__T	Mycoplasma_equigenitalium-_-AF221120--_T37_LTP__T	114882	114883	0.0113
Mycoplasma_equigenitalium-_-AF221120--_T37_LTP__T	Mycoplasma_elephantis-_-AF221121--_E42_LTP__T	114883	114882	0.0113
Mycoplasma_marinum-_-LT716014--_PE_T	Mycoplasma_todarodis-_-LT716015--_5H_T	1937190	1937191	0.02029
Mycoplasma_todarodis-_-LT716015--_5H_T	Mycoplasma_marinum-_-LT716014--_PE_T	1937191	1937190	0.02029
g__2923352	g__2895509	2923352	2895509	0.015832
g__2923352	g__2767358	2923352	2767358	0.015832
Mycoplasma_dispar-_-AF412979--_462/2-T-_T	Mycoplasma_hyopneumoniae-_-AE017243--_J_T	86660	262719	0.03432
Mycoplasma_ovipneumoniae-_-U44771--_Y-98_T	Mycoplasma_dispar-_-AF412979--_462/2-T-_T	743968	86660	0.0378
Mycoplasma_hyopneumoniae-_-AE017243--_J_T	Mycoplasma_dispar-_-AF412979--_462/2-T-_T	262719	86660	0.03432
Mycoplasma_flocculare-_-X62699--_Ms42_T	Mycoplasma_dispar-_-AF412979--_462/2-T-_T	743971	86660	0.04964
Mycoplasma_bovoculi-_-CP007154--_M165_T	Mycoplasma_conjunctivae-_-U44770--_HRC/583_T	743966	45361	0.06362000000000001
Mycoplasma_conjunctivae-_-U44770--_HRC/583_T	Mycoplasma_bovoculi-_-CP007154--_M165_T	45361	743966	0.06362000000000001
Mycoplasma_hyorhinis-_-ARTL01000026--_BTS7_T	g__2923352	634996	2923352	0.07845099999999999
Mycoplasma_collis-_-AF538681--_58B_T	Mycoplasma_cricetuli-_-AF412976--_CH-T-_T	2127	171283	0.02167
Mycoplasma_cricetuli-_-AF412976--_CH-T-_T	Mycoplasma_collis-_-AF538681--_58B_T	171283	2127	0.02167
Mycoplasma_neurolyticum-_-AB680668--_NBRC_14799_T	Mycoplasma_collis-_-AF538681--_58B_T	2120	2127	0.05466
Mycoplasma_lagogenitalium-_-AF412983--_12MS-T-_T	Mycoplasma_molare-_-AF412985--_H542-T-_T	171286	171288	0.03651
Mycoplasma_molare-_-AF412985--_H542-T-_T	Mycoplasma_lagogenitalium-_-AF412983--_12MS-T-_T	171288	171286	0.03651
Mycoplasma_procyoni-_-FJ226566--_LR5794_T	Mycoplasma_lagogenitalium-_-AF412983--_12MS-T-_T	568784	171286	0.03794
Mycoplasma_iguanae-_-AY714305--_2327_T	Mycoplasma_procyoni-_-FJ226566--_LR5794_T	292461	568784	0.08793000000000001
Mycoplasma_moatsii-_-ATUN01000010--_ATCC_27625_T	Mycoplasma_sualvi-_-AF412988--_Mayfield_B-T-_T	1278300	2125	0.03956
Mycoplasma_sualvi-_-AF412988--_Mayfield_B-T-_T	Mycoplasma_moatsii-_-ATUN01000010--_ATCC_27625_T	2125	1278300	0.03956
Mycoplasma_mobile-_-AE017308--_163K_T	g__2923352	267748	2923352	0.07770099999999999
Mycoplasma_arginini-_-AF125581--_G230-T-_T	Mycoplasma_gateae-_-U15796--_ATCC_23392_T	2094	35769	0.00704
Mycoplasma_gateae-_-U15796--_ATCC_23392_T	Mycoplasma_arginini-_-AF125581--_G230-T-_T	35769	2094	0.00704
Mycoplasma_canadense-_-U44769--_275c_T	Mycoplasma_arginini-_-AF125581--_G230-T-_T	29554	2094	0.01338999999999999
Mycoplasma_alkalescens-_-U44764--_PG51_T	Mycoplasma_auris-_-U67944--_UIA_T	45363	51363	0.01199
Mycoplasma_auris-_-U67944--_UIA_T	Mycoplasma_alkalescens-_-U44764--_PG51_T	51363	45363	0.01199
Mycoplasma_enhydrae-_-MF351868--_6243-11_T	Mycoplasma_phocicerebrale-_-AF304323--_1049-_ATCC_49640_T	2499220	142649	0.01408
Mycoplasma_phocicerebrale-_-AF304323--_1049-_ATCC_49640_T	Mycoplasma_enhydrae-_-MF351868--_6243-11_T	142649	2499220	0.01408
Mycoplasma_neophronis-_-FR682077--_G.A._T	Mycoplasma_spumans-_-AF125587--_PG13-T-_T	872983	92406	0.01477
Mycoplasma_spumans-_-AF125587--_PG13-T-_T	Mycoplasma_neophronis-_-FR682077--_G.A._T	92406	872983	0.01477
Mycoplasma_struthionis-_-FM165077--_237IA_T	Mycoplasma_neophronis-_-FR682077--_G.A._T	538220	872983	0.03175
Mycoplasma_falconis-_-AF125591--_H/T1-T-_T	Mycoplasma_neophronis-_-FR682077--_G.A._T	92403	872983	0.0402
Mycoplasma_hominis-_-AF443616--_PG21-_ATCC_23114_T	Mycoplasma_equirhinis-_-AF125585--_M432/72-T-_T	347256	92402	0.06084
Mycoplasma_phocidae-_-AF304325--_105-_ATCC_33657_T	Mycoplasma_phocoeninasale-_-CP051480--_C264-NAST	142651	2726117	0.00845
Mycoplasma_phocoeninasale-_-CP051480--_C264-NAST	Mycoplasma_phocidae-_-AF304325--_105-_ATCC_33657_T	2726117	142651	0.00845
Mycoplasma_equirhinis-_-AF125585--_M432/72-T-_T	Mycoplasma_phocoeninasale-_-CP051480--_C264-NAST	92402	2726117	0.04375
Mycoplasma_anseris-_-AF125584--_1219-T-_T	Mycoplasma_cloacale-_-AF125592--_383-T-_T	92400	92401	0.01976
Mycoplasma_cloacale-_-AF125592--_383-T-_T	Mycoplasma_anseris-_-AF125584--_1219-T-_T	92401	92400	0.01976
Mycoplasma_orale-_-AY796060--_NC10112-_CH_19299-_ATCC_23714_T	Mycoplasma_indiense-_-AF125593--_3T-T-_T	2121	92405	0.01208
Mycoplasma_indiense-_-AF125593--_3T-T-_T	Mycoplasma_orale-_-AY796060--_NC10112-_CH_19299-_ATCC_23714_T	92405	2121	0.01208
Mycoplasma_hyosynoviae-_-U26730--_S-16_T	Mycoplasma_faucium-_-AF125590--_DC333-T-_T	29559	56142	0.03747
Mycoplasma_faucium-_-AF125590--_DC333-T-_T	Mycoplasma_orale-_-AY796060--_NC10112-_CH_19299-_ATCC_23714_T	56142	2121	0.02763
Mycoplasma_arthritidis-_-AB680690--_NBRC_14860_T	Mycoplasma_buccale-_-AF125586--_CH20247-T-_T	2111	55602	0.03816
Mycoplasma_salivarium-_-AF125583--_PG20-T-_T	Mycoplasma_buccale-_-AF125586--_CH20247-T-_T	2124	55602	0.03744
Mycoplasma_buccale-_-AF125586--_CH20247-T-_T	Mycoplasma_faucium-_-AF125590--_DC333-T-_T	55602	56142	0.02899999999999999
Mycoplasma_subdolum-_-AF125588--_TB-T-_T	Mycoplasma_buccale-_-AF125586--_CH20247-T-_T	92407	55602	0.03743
